title,director,cast,country,release_year,rating,listed_in,description,type,is_adult,start_year,runtime,genres,average_rating,num_votes,year_added
my stupid boss,Upi Avianto,"Bunga Citra Lestari, Reza Rahadian, Alex Abbad, Bront Palarae, Chew Kin Wah, Atikah Suhaime, Iskandar Zulkarnain, Melissa Karim, Richard Oh, Ting Tan",Indonesia,2016,TV-G,"Comedies, International Movies","After moving to Kuala Lumpur, Diana lands a secretary job at an ironworks owned by her husband's old college friend, possibly the world's worst boss.",movie,False,2016,108,Comedy,7.2,1328,2020
my stupid boss 2,Upi Avianto,"Reza Rahadian, Bunga Citra Lestari, Chew Kin Wah, Atikah Suhaime, Iedil Putra, Iskandar Zulkarnain, Alex Abbad, Melissa Karim",Indonesia,2019,TV-14,"Comedies, International Movies","Having driven away many of his employees, Bossman and three of his long-suffering workers try to find cheap labor in Vietnam but find trouble instead.",movie,False,2019,96,"Adventure,Comedy",6.6,370,2020
"my teacher, my obsession",Damián Romay,"Lucy Loken, Laura Bilgeri, Rusty Joiner, Alexandria Deberry, Dakota Bruton, Theresa Sutera, Vin Morreale Jr., Shelby Alicea, Tyler Joseph Campbell, Lestonja Diaz",United States,2018,TV-14,Thrillers,"When Riley changed schools, she didn't expect the girls to crush on her English teacher dad. And he didn't expect a disturbing infatuation.",tvMovie,False,2018,90,"Drama,Thriller",4.4,1913,2018
my true friend,Atsajun Sattakovit,"Mario Maurer, Natcha Juntapan, Monchanok Saengchaipiangpen, Nawapaiboon Wuthinanon, Kamolned Ruengsri, Sirapop Daongern, Rakchawan Maroukasonti, Poom Rungsrithananon, Patsomtat Sudprasert, Ranee Campen",Thailand,2012,TV-MA,"Action & Adventure, Dramas, International Movies",A bullied student forms a bond with the leader of a youth gang and discovers the power and meaning of true friendship.,movie,False,2012,103,Action,6.6,307,2018
my week with marilyn,Simon Curtis,"Michelle Williams, Kenneth Branagh, Eddie Redmayne, Dominic Cooper, Philip Jackson, Derek Jacobi, Toby Jones, Michael Kitchen, Julia Ormond, Simon Russell Beale, Dougray Scott, Zoë Wanamaker, Emma Watson, Judi Dench","United Kingdom, United States",2011,R,"Dramas, Romantic Movies","While filming a movie in England, Hollywood icon Marilyn Monroe slips away with a young Brit for a week of self-discovery and frivolity.",movie,False,2011,99,"Biography,Drama",6.9,83860,2019
my wife and i,Bunmi Ajakaiye,"Ramsey Nouah, Omoni Oboli, Dorcas Shola Fapson, Sambasa Nzeribe, Jemima Osunde, Dozie Onyiriuka, Rotimi Adelagan, Seyilaw",South Africa,2017,TV-MA,"Comedies, International Movies, Romantic Movies","When a couple leaning toward divorce meets with a pastor for counseling, an unexpected development shakes up their marriage.",movie,False,2017,100,\N,3.9,16,2019
mystic pizza,Donald Petrie,"Annabeth Gish, Julia Roberts, Lili Taylor, Vincent D'Onofrio, William R. Moses, Adam Storke, Conchata Ferrell, Joanna Merlin, Porscha Radcliffe, John Fiore",United States,1988,R,"Comedies, Dramas, Independent Movies","In a small fishing town, three teenage girls from blue-collar families navigate life and love while working in a pizza parlor.",movie,False,1988,104,"Comedy,Drama,Romance",6.3,26099,2021
mystic pop-up bar,,"Hwang Jung-eum, Yook Sung-jae, Choi Won-young, Lee Jun-hyeok, Jeong Da-eun, Na In-woo, Yeom Hye-ran, Park Eun-hye, Park Si-eun, Song Geon-hee, Kim Hee-jung, Ahn Tae-hwan",South Korea,2020,TV-MA,"International TV Shows, Korean TV Shows, TV Comedies",A young man with a unique ability begins working for a centuries-old bar owner who resolves her customers' emotional troubles by entering their dreams.,tvSeries,False,2020,70,"Comedy,Fantasy,Mystery",8.0,1151,2020
mystic river,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark","United States, Australia",2003,R,"Dramas, Thrillers","Tragedy reunites childhood friends Sean, Dave and Jimmy when they're linked together in a murder investigation about Jimmy's teenage daughter.",movie,False,2003,138,"Crime,Drama,Mystery",7.9,423256,2019
mystic whispers,,"Romeo Tan, Sheila Sim, Yuan Shuai, Aloysius Pang",Singapore,2014,TV-14,"International TV Shows, TV Dramas, TV Horror","After a car accident enables a young woman to hear mysterious sounds, she meets a mortician. Together, they listen to ghosts and try to help them.",tvSeries,False,2014,26,"Comedy,Mystery,Romance",7.3,13,2017
mythily veendum varunnu,Sabu Varghese,"Udhay, Kiran Raj, I.M. Vijayan, Sandhanam, Shivani Bhai, Sangeetha Balan",India,2017,TV-PG,"Horror Movies, International Movies","After losing her father, a young woman moves to the city to earn money. When she finds a job at a mysterious bungalow, her worst nightmares come true.",movie,False,2017,94,Horror,2.3,48,2018
myths & monsters,Daniel Kontur,Nicholas Day,United Kingdom,2017,TV-PG,"British TV Shows, Docuseries",This documentary series takes us to the mythic landscapes of Europe to explore some of most enduring legends produced by European culture.,tvSeries,False,2017,42,"Documentary,Fantasy",7.9,694,2017
naa bangaaru talli,Rajesh Touchriver,"Siddique, Anjali Patil, Lakshmi Menon, Nina Kurup, Rathna Shekar Reddy, Anoop Aravindan",India,2013,TV-14,"Dramas, International Movies","A father leading a dark double life and his daughter, who's eager to pursue her studies in Hyderabad, face the tragic consequences of sex trafficking.",movie,False,2013,120,"Crime,Drama,Family",7.2,136,2018
naam shabana,Shivam Nair,"Tapsee Pannu, Akshay Kumar, Manoj Bajpayee, Prithviraj Sukumaran, Danny Denzongpa, Anupam Kher, Zakir Hussain, Virendra Saxenda",India,2017,TV-14,"Action & Adventure, International Movies","A fiery young woman accepts help from a spy agency to avenge her lover's murder. In return, she must prove herself as one of their top recruits.",movie,False,2017,147,"Action,Thriller",6.3,5735,2018
naam shabana,Shivam Nair,"Tapsee Pannu, Akshay Kumar, Manoj Bajpayee, Prithviraj Sukumaran, Danny Denzongpa, Anupam Kher, Zakir Hussain, Virendra Saxenda",India,2017,TV-14,"Action & Adventure, International Movies","A fiery young woman accepts help from a spy agency to avenge her lover's murder. In return, she must prove herself as one of their top recruits.",tvEpisode,False,2017,3,Talk-Show,8.6,5,2018
naan sigappu manithan,Thiru,"Vishal, Lakshmi Menon, Saranya Ponvannan, Jayaprakash, Sunder Ramu, Jagan, Iniya, Chetan Cheenu",India,2014,TV-14,"Action & Adventure, Dramas, International Movies","After his sleeping disorder hinders him from protecting his girlfriend, a man sets out to take revenge on the thugs who attacked her.",movie,False,2014,149,"Action,Drama,Thriller",6.5,973,2018
nacho libre,Jared Hess,"Jack Black, Ana de la Reguera, Héctor Jiménez, Darius Rose, Moises Arias, Diego Eduardo Gomez, Carlos Maycotte, Richard Montoya, Cesar Gonzalez, Rafael Montalvo","United States, Mexico",2006,PG,"Comedies, Sports Movies","When Ignacio learns of an orphanage's financial woes, he pitches in to help – by disguising himself and joining the professional wrestling circuit.",movie,False,2006,92,"Comedy,Family,Sport",5.8,82115,2019
naga the eternal yogi,"Krishna Agazzi, Filippo Gastaldi",,"Italy, India",2016,TV-PG,"Documentaries, International Movies","This documentary examines the naked yoga gurus of India whose devout spiritual practice connects them to the eternal, transcending the material world.",movie,False,2016,73,Documentary,7.2,85,2017
nails,Dennis Bartok,"Leah McNamara, Shauna Macdonald, Steve Wall, Ross Noble, Charlotte Bradley, Richard Foster-King, Dennis Bartok, Robert O'Mahoney, Muireann D'Arcy",Ireland,2017,TV-MA,Horror Movies,"Recently paralyzed in a devastating car accident, Dana begins to suspect a dark and sinister force may be lurking within her hospital room.",movie,False,2017,85,"Horror,Mystery",4.7,2331,2018
naked,Michael Tiddes,"Marlon Wayans, Regina Hall, Dennis Haysbert, Loretta Devine, Eliza Coupe, Scott Foley, J.T. Jackson, Brian McKnight, Cory Hardrict, Neil Brown Jr., David Sheridan, Minka Kelly",United States,2017,TV-14,"Comedies, Romantic Movies","Rob's madly in love and about to be married. Unfortunately, he's also naked, stuck in an elevator and caught in a time loop.",short,False,2017,18,"Drama,Mystery,Short",7.3,15,2017
naked,Michael Tiddes,"Marlon Wayans, Regina Hall, Dennis Haysbert, Loretta Devine, Eliza Coupe, Scott Foley, J.T. Jackson, Brian McKnight, Cory Hardrict, Neil Brown Jr., David Sheridan, Minka Kelly",United States,2017,TV-14,"Comedies, Romantic Movies","Rob's madly in love and about to be married. Unfortunately, he's also naked, stuck in an elevator and caught in a time loop.",movie,False,2017,96,"Comedy,Fantasy,Romance",5.4,17699,2017
naked,Michael Tiddes,"Marlon Wayans, Regina Hall, Dennis Haysbert, Loretta Devine, Eliza Coupe, Scott Foley, J.T. Jackson, Brian McKnight, Cory Hardrict, Neil Brown Jr., David Sheridan, Minka Kelly",United States,2017,TV-14,"Comedies, Romantic Movies","Rob's madly in love and about to be married. Unfortunately, he's also naked, stuck in an elevator and caught in a time loop.",video,True,2017,168,"Adult,Drama,Romance",5.4,8,2017
naked,Michael Tiddes,"Marlon Wayans, Regina Hall, Dennis Haysbert, Loretta Devine, Eliza Coupe, Scott Foley, J.T. Jackson, Brian McKnight, Cory Hardrict, Neil Brown Jr., David Sheridan, Minka Kelly",United States,2017,TV-14,"Comedies, Romantic Movies","Rob's madly in love and about to be married. Unfortunately, he's also naked, stuck in an elevator and caught in a time loop.",short,False,2017,15,"Drama,Short",7.0,44,2017
naledi: a baby elephant's tale,"Ben Bowie, Geoff Luck",,"United States, Botswana",2016,TV-PG,Documentaries,Scientists and animal keepers fight to save an orphaned baby elephant at a rescue camp in Botswana while struggling to defend its entire species.,movie,False,2016,90,Documentary,7.6,365,2020
namastey london,Vipul Amrutlal Shah,"Akshay Kumar, Katrina Kaif, Rishi Kapoor, Upen Patel, Javed Sheikh, Nina Wadia, Clive Standen, Tiffany Mulheron",India,2007,TV-14,"Comedies, Dramas, International Movies","To her Indian parents' dismay, London-born Jasmeet ""Jazz"" Malhotra longs for everything Western, including her British boyfriend. On a family trip to India, her father arranges Jazz's nuptials to Arjun Ballu Singh, who's smitten with his new bride.",movie,False,2007,128,"Comedy,Drama,Romance",7.1,20712,2018
nang nak,Nonzee Nimibutr,"Inthira Charoenpura, Winai Kraibutr",Thailand,1999,TV-MA,"Horror Movies, International Movies, Romantic Movies","In this adaptation of a Thai folk tale, a man returns from war to his family, unaware of a sad secret about what happened to them while he was away.",movie,False,1999,100,"Action,Horror,Romance",6.5,1620,2019
naomi and ely's no kiss list,Kristin Hanggi,"Victoria Justice, Pierson Fode, Matthew Daddario, Ryan Ward, Griffin Newman, Monique Coleman, Danny Flaherty",United States,2015,TV-MA,"Comedies, Dramas, LGBTQ Movies","Naomi and her gay best friend, Ely, have been inseparable since childhood, but their bond faces its biggest test yet when they fall for the same guy.",movie,False,2015,89,"Comedy,Drama,Romance",5.5,9615,2015
nappily ever after,Haifaa Al-Mansour,"Sanaa Lathan, Ricky Whittle, Lynn Whitfield, Lyriq Bent, Ernie Hudson",United States,2018,TV-MA,"Comedies, Dramas, Romantic Movies","When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover.",movie,False,2018,98,"Comedy,Drama,Romance",6.4,8302,2019
narcoworld: dope stories,,,United States,2019,TV-MA,"Crime TV Shows, Docuseries","Ride along as police officers and drug smugglers go toe-to-toe, trying to outwit each other in locales around the world.",tvSeries,False,2019,39,"Crime,Documentary",6.6,267,2019
naruto shippûden the movie: bonds,Hajime Kamegaki,"Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Satoshi Hino, Shinji Kawada, Nana Mizuki, Showtaro Morikubo, Rikiya Koyama, Motoko Kumai, Unsho Ishizuka",Japan,2008,TV-PG,"Action & Adventure, Anime Features, International Movies","When strange ninjas ambush the village of Konohagakure, it's up to adolescent ninja Naruto and his long-missing pal, Sasuke, to save the planet.",movie,False,2008,98,"Action,Animation,Fantasy",7.0,3840,2016
naruto the movie 2: legend of the stone of gelel,Hirotsugu Kawasaki,"Junko Takeuchi, Showtaro Morikubo, Chie Nakamura, Gaamon Kai, Takako Honda, Akira Ishida, Yasuyuki Kase, Noriaki Sugiyama, Kazuhiko Inoue",Japan,2005,TV-PG,"Action & Adventure, Anime Features, International Movies","While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin.",movie,False,2005,97,"Action,Adventure,Animation",6.6,3669,2017
naruto the movie 3: guardians of the crescent moon kingdom,Toshiyuki Tsuru,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Kazuhiko Inoue, Akio Otsuka, Kyousuke Ikeda, Naya Rokurô, Marika Hayashi, Hisao Egawa, Kenji Hamada, Haruhi Nanao",Japan,2006,TV-PG,"Action & Adventure, Anime Features, International Movies","Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom.",movie,False,2006,95,"Action,Adventure,Animation",6.5,3360,2017
naruto the movie: ninja clash in the land of snow,Tensai Okamura,"Yuri Lowenthal, Maile Flanagan, Sam Regal, Cam Clarke, Lex Lang, Kari Wahlgren, Crispin Freeman",Japan,2004,TV-PG,"Action & Adventure, Anime Features, International Movies","Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",movie,False,2004,113,"Action,Adventure,Animation",6.7,5713,2017
nasha,Amit Saxena,"Shivam Patil, Poonam Pandey, Sheetal Singh, Vishal Bhosle, Rohan Khurana, Ranbir Chakma, Raj Kesaria, Chirag Lobo",India,2013,TV-14,"Dramas, International Movies, Romantic Movies","A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out.",movie,False,2013,122,"Drama,Thriller",3.2,1200,2018
nasha natasha,Martín Sastre,Natalia Oreiro,Uruguay,2020,TV-PG,"Documentaries, International Movies, Music & Musicals",Concert and behind-the-scenes footage capture life on tour for Uruguayan sensation Natalia Oreiro as she performs for packed crowds throughout Russia.,movie,False,2020,83,"Biography,Documentary,Music",6.5,263,2020
natalie palamides: nate - a one man show,Phil Burgers,Natalie Palamides,United States,2020,TV-MA,Comedies,"Tough talk takes a soft turn as Nate, played by comedian Natalie Palamides, explores humor, heartbreak, sexuality and consent — with a live audience.",tvSpecial,False,2020,59,Comedy,6.5,288,2020
natascha kampusch: the whole story,Alina Teodorescu,,United States,2010,TV-14,Movies,A Viennese child who was kidnapped and held captive in a basement before escaping after eight years reveals her headline-making story of survival.,tvMovie,False,2010,51,Documentary,5.7,99,2017
nate bargatze: the tennessee kid,Ryan Polito,Nate Bargatze,United States,2019,TV-PG,Stand-Up Comedy,"Comic Nate Bargatze touches on air travel, cheap weddings, college football, chocolate milk and the perils of ordering coffee in this stand-up special.",tvSpecial,False,2019,60,Comedy,7.6,1337,2019
nathicharami,Mansore,"Sruthi Hariharan, Sanchari Vijay, Sharanya, Balaji Manohar, Greeshma Sridhar, Harshil Koushik, Shaanthala, Gopalkrishna Deshpande",India,2018,TV-MA,"Dramas, Independent Movies, International Movies","Reeling from the loss of her husband, a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality.",movie,False,2018,113,Drama,7.2,229,2019
national bird,Sonia Kennebeck,,United States,2016,TV-MA,Documentaries,"Three former military operatives offer disturbing, firsthand accounts of the deadly impact that U.S. drone warfare has had on civilians overseas.",movie,False,2016,92,Documentary,7.1,633,2017
